
0.213364, 0.221545, 0.217445, 0.214655, 0.217125, 0.218102, 0.218569, 0.220497, 0.223783, 0.219813, 0.217136, 0.223025, 0.216052, 0.218830, 0.216990, 0.215779, 0.216026, 0.225203, 0.223511, 0.221022, 0.219964, 0.219895, 0.219190, 0.215782, 0.221864, 0.222348, 0.219535, 0.215648, 0.218225, 0.218826, 0.215633, 0.216924, 0.218010, 0.230904, 0.234355, 0.227240, 0.229467, 0.234092, 0.224642, 0.230527, 0.227140, 0.222062, 0.221772, 0.224821, 0.221275, 0.228497, 0.231804, 0.225471, 0.228280, 0.220236, 0.232497, 0.227167, 0.230446, 0.220518, 0.219536, 0.217243, 0.219717, 0.220373, 0.235057, 0.233589, 0.236401, 0.241533, 0.241448, 0.265891
0.215966, 0.217373, 0.215256, 0.216402, 0.217393, 0.218219, 0.217186, 0.217554, 0.219002, 0.220353, 0.219922, 0.218863, 0.218258, 0.218646, 0.220231, 0.221106, 0.222151, 0.222002, 0.221286, 0.221309, 0.219619, 0.220458, 0.222771, 0.219266, 0.222168, 0.220232, 0.222538, 0.223217, 0.220177, 0.220216, 0.223937, 0.218364, 0.223583, 0.224400, 0.223306, 0.222848, 0.225043, 0.225188, 0.223018, 0.225739, 0.225433, 0.226380, 0.226769, 0.222179, 0.225876, 0.224982, 0.227790, 0.227010, 0.227739, 0.227890, 0.228531, 0.229179, 0.230483, 0.230170, 0.230403, 0.230599, 0.232084, 0.232520, 0.233127, 0.233958, 0.235525, 0.235417, 0.236799, 0.250129
0.203849, 0.225656, 0.211256, 0.208097, 0.214515, 0.213079, 0.207356, 0.219535, 0.210469, 0.211644, 0.212032, 0.211917, 0.208474, 0.210889, 0.209973, 0.213743, 0.220873, 0.216414, 0.214176, 0.213980, 0.218200, 0.209720, 0.212311, 0.212998, 0.216281, 0.210973, 0.210258, 0.210620, 0.211770, 0.211607, 0.222100, 0.210002, 0.225374, 0.223179, 0.228572, 0.224029, 0.221030, 0.219655, 0.224927, 0.223103, 0.216831, 0.224327, 0.216886, 0.220728, 0.216043, 0.222980, 0.227269, 0.221410, 0.226702, 0.218316, 0.223005, 0.216559, 0.221916, 0.224211, 0.220679, 0.214880, 0.215358, 0.215016, 0.229287, 0.229320, 0.227877, 0.231941, 0.232619, 0.235794
0.192402, 0.197837, 0.204896, 0.208720, 0.206229, 0.211098, 0.205990, 0.203123, 0.204419, 0.207502, 0.211236, 0.207649, 0.206021, 0.211701, 0.212069, 0.210053, 0.210778, 0.213307, 0.212128, 0.209948, 0.214481, 0.205949, 0.211602, 0.215765, 0.215804, 0.208960, 0.217025, 0.217116, 0.214408, 0.215853, 0.217525, 0.211055, 0.217642, 0.215055, 0.220548, 0.220316, 0.221745, 0.222075, 0.221166, 0.221853, 0.222615, 0.214454, 0.222333, 0.223319, 0.224937, 0.224078, 0.224568, 0.225277, 0.224815, 0.225380, 0.225869, 0.225801, 0.226882, 0.223769, 0.228089, 0.228842, 0.230138, 0.229464, 0.230470, 0.228243, 0.232743, 0.234997, 0.234919, 0.235294
10.815079, 10.811202, 10.813955, 10.809530, 10.803509, 10.829378, 10.808716, 10.812989, 10.805628, 10.808068, 10.809628, 10.806583, 10.817679, 10.815154, 10.813839, 10.808201, 10.811582, 10.817450, 10.811482, 10.811989, 10.809218, 10.806464, 10.808114, 10.794301, 10.822192, 10.808679, 10.835849, 10.831356, 10.819764, 10.813805, 10.810574, 10.807267, 10.819953, 10.816855, 10.819956, 10.814609, 10.819168, 10.812162, 10.806680, 10.801093, 11.377458, 11.396340, 11.393068, 11.388808, 11.382449, 11.395250, 11.391309, 11.396263, 11.391490, 11.389248, 11.393004, 11.410055, 12.789598, 12.791113, 12.793129, 12.078721, 13.070445, 13.069413, 13.072264, 12.349905, 13.068305, 13.074698, 13.076511, 13.077720
0.204923, 0.202951, 0.211106, 0.209552, 0.209099, 0.212177, 0.215906, 0.213731, 0.215731, 0.216484, 0.216966, 0.217484, 0.216790, 0.218607, 0.218851, 0.219488, 0.218833, 0.218079, 0.219914, 0.220137, 0.220228, 0.217563, 0.218813, 0.219000, 0.219049, 0.222250, 0.220097, 0.220938, 0.221263, 0.222546, 0.221798, 0.224037, 0.221102, 0.223919, 0.219641, 0.224861, 0.223953, 0.224820, 0.225471, 0.223971, 0.223156, 0.225253, 0.225529, 0.226119, 0.225903, 0.226666, 0.227141, 0.227663, 0.222373, 0.227771, 0.227684, 0.227792, 0.228040, 0.229704, 0.230560, 0.229989, 0.230815, 0.232002, 0.231909, 0.233763, 0.235658, 0.234803, 0.235576, 0.241608
7.882702, 7.878068, 7.885607, 7.886249, 7.876881, 7.882561, 7.885706, 7.881730, 7.894381, 7.890361, 7.888263, 7.891040, 7.890588, 7.889520, 7.890563, 7.887914, 7.889451, 7.886278, 7.889522, 7.889558, 7.889353, 7.888850, 7.898600, 7.896278, 7.898917, 7.881075, 7.895867, 7.896541, 7.893964, 7.892215, 7.890023, 7.895676, 8.964243, 8.946980, 8.957208, 8.936006, 8.947024, 8.960804, 8.954574, 8.957329, 8.941551, 8.945165, 8.965453, 8.963534, 8.966262, 8.968735, 8.968953, 8.970600, 8.972394, 8.973909, 8.976394, 8.974584, 9.655372, 9.654195, 9.658470, 9.668512, 9.668054, 9.670107, 9.671588, 10.373278, 10.373213, 10.375342, 10.377345, 11.551078
0.199459, 0.197062, 0.201796, 0.206092, 0.220482, 0.219033, 0.218070, 0.215604, 0.213073, 0.215565, 0.213614, 0.211903, 0.209730, 0.224617, 0.211381, 0.210172, 0.212465, 0.214529, 0.212281, 0.216325, 0.218861, 0.215159, 0.212791, 0.222596, 0.217233, 0.213976, 0.217043, 0.215468, 0.223038, 0.212058, 0.209124, 0.210497, 0.224148, 0.225973, 0.223190, 0.221525, 0.225349, 0.223148, 0.226043, 0.218296, 0.218158, 0.222843, 0.224485, 0.221279, 0.225899, 0.219717, 0.223880, 0.221819, 0.223231, 0.216911, 0.216634, 0.222444, 0.228178, 0.226293, 0.227963, 0.228159, 0.229189, 0.229701, 0.224671, 0.231874, 0.233933, 0.236292, 0.234241, 0.235388
2.266917, 2.266388, 2.261535, 2.252796, 2.246803, 2.251970, 2.229570, 2.264201, 2.254439, 2.255594, 2.261555, 2.255556, 2.247621, 2.254067, 2.260838, 2.264089, 2.263690, 2.257972, 2.259027, 2.265841, 2.255335, 2.247641, 2.238240, 2.260365, 2.257661, 2.256370, 2.254553, 2.256516, 2.257734, 2.255501, 2.260040, 2.267389, 2.270814, 2.249622, 2.264235, 2.271800, 2.272292, 2.261736, 2.269158, 2.266797, 2.265131, 2.268880, 2.256541, 2.261691, 2.270752, 2.260313, 2.265606, 2.261241, 2.270394, 2.274527, 2.274429, 2.272518, 2.276518, 2.277183, 2.276824, 2.277900, 2.277169, 2.279070, 2.269028, 2.283261, 2.284455, 2.287271, 2.295454, 2.299755
0.199539, 0.226490, 0.223522, 0.217670, 0.218692, 0.222476, 0.212571, 0.214561, 0.216611, 0.211860, 0.211404, 0.202225, 0.210113, 0.220515, 0.211313, 0.218333, 0.215566, 0.211983, 0.216839, 0.220948, 0.217445, 0.215030, 0.219237, 0.215549, 0.215743, 0.214948, 0.211926, 0.211812, 0.210252, 0.201970, 0.227411, 0.224808, 0.217957, 0.224386, 0.227285, 0.219687, 0.213488, 0.219678, 0.204948, 0.225856, 0.223001, 0.226346, 0.218636, 0.225214, 0.224413, 0.227328, 0.218330, 0.220651, 0.218504, 0.216230, 0.229351, 0.229538, 0.230483, 0.231091, 0.231778, 0.229452, 0.233172, 0.234033, 0.234611, 0.235824, 0.233490, 0.243122, 0.244285, 0.247546
