
14.713714, 14.759643, 14.751960, 14.747175, 14.756993, 14.748738, 14.758815, 14.754551, 14.756986, 14.762942, 14.762045, 14.769234, 14.770615, 14.776001, 14.778299, 14.777394, 15.413882, 15.416114, 15.413974, 15.414721, 15.419513, 15.421827, 15.426013, 15.532385, 16.668199, 16.669086, 16.669687, 16.670526, 16.672514, 16.673224, 16.665972, 15.957572
0.262322, 0.275850, 0.275892, 0.270035, 0.275471, 0.277184, 0.275990, 0.284597, 0.290664, 0.278396, 0.274119, 0.275455, 0.276742, 0.268506, 0.292033, 0.292934, 0.290576, 0.287433, 0.285620, 0.290932, 0.291914, 0.287895, 0.287464, 0.286262, 0.275313, 0.282965, 0.296488, 0.296428, 0.302939, 0.305250, 0.304951, 0.310575
0.256356, 0.277563, 0.276676, 0.278884, 0.278586, 0.280414, 0.279348, 0.278294, 0.282856, 0.282803, 0.285327, 0.283499, 0.286986, 0.285784, 0.288305, 0.288941, 0.289858, 0.290004, 0.289886, 0.290597, 0.292749, 0.293376, 0.293839, 0.292483, 0.294269, 0.295083, 0.295388, 0.295695, 0.301522, 0.305976, 0.309669, 0.321528
0.274100, 0.274716, 0.275839, 0.276723, 0.274098, 0.275573, 0.276858, 0.277326, 0.280413, 0.280554, 0.280766, 0.280088, 0.285008, 0.282884, 0.282607, 0.285555, 0.285519, 0.286288, 0.286869, 0.287111, 0.288388, 0.289512, 0.289860, 0.290223, 0.291468, 0.291692, 0.289706, 0.293082, 0.295126, 0.295272, 0.301972, 0.304229
0.264651, 0.267294, 0.273832, 0.281866, 0.280061, 0.285109, 0.285172, 0.283522, 0.286046, 0.285946, 0.286112, 0.284748, 0.286710, 0.290549, 0.293307, 0.293834, 0.293948, 0.295267, 0.296068, 0.297133, 0.294306, 0.294297, 0.297693, 0.297704, 0.298673, 0.298804, 0.299293, 0.302053, 0.310384, 0.311950, 0.318855, 0.326165
0.269892, 0.289439, 0.282832, 0.278741, 0.275459, 0.282900, 0.283036, 0.281122, 0.296699, 0.289503, 0.283440, 0.280189, 0.283501, 0.284087, 0.281403, 0.299399, 0.299706, 0.297753, 0.292210, 0.294352, 0.293447, 0.297915, 0.298187, 0.294789, 0.294500, 0.293359, 0.296575, 0.302043, 0.303102, 0.309841, 0.313532, 0.315214
0.256148, 0.264068, 0.276912, 0.278820, 0.278159, 0.276868, 0.278518, 0.279201, 0.281531, 0.280522, 0.280623, 0.283994, 0.286279, 0.286674, 0.288766, 0.288751, 0.288890, 0.290715, 0.291965, 0.293321, 0.293789, 0.291670, 0.294083, 0.294918, 0.295242, 0.293505, 0.299072, 0.299068, 0.305948, 0.308115, 0.311497, 0.318276
0.255214, 0.299361, 0.286606, 0.284985, 0.283134, 0.286865, 0.278479, 0.278881, 0.302580, 0.300703, 0.290353, 0.288667, 0.284151, 0.291655, 0.285851, 0.288015, 0.301673, 0.303474, 0.302509, 0.303687, 0.306581, 0.300071, 0.296266, 0.301594, 0.301746, 0.299545, 0.306541, 0.298740, 0.296421, 0.314050, 0.313534, 0.319585
0.271395, 0.276361, 0.274629, 0.276674, 0.276750, 0.276805, 0.276074, 0.277411, 0.279182, 0.280229, 0.279062, 0.278439, 0.280545, 0.280697, 0.284154, 0.286096, 0.286740, 0.287181, 0.288865, 0.289826, 0.290472, 0.291939, 0.290169, 0.292155, 0.292709, 0.293600, 0.292343, 0.296578, 0.296687, 0.303362, 0.305768, 0.310055
0.276397, 0.276160, 0.278317, 0.275484, 0.279691, 0.278020, 0.279715, 0.278693, 0.283918, 0.281520, 0.282926, 0.283831, 0.283916, 0.287375, 0.289837, 0.291239, 0.291148, 0.291115, 0.291263, 0.291902, 0.291784, 0.293581, 0.294547, 0.294737, 0.291588, 0.295889, 0.295797, 0.296881, 0.301041, 0.301099, 0.308433, 0.311931
0.270761, 0.275146, 0.275954, 0.278434, 0.279315, 0.277952, 0.278880, 0.282278, 0.278621, 0.279726, 0.281734, 0.284273, 0.286072, 0.284245, 0.285777, 0.288882, 0.290296, 0.290777, 0.291066, 0.291382, 0.293091, 0.294254, 0.294636, 0.295195, 0.293726, 0.295225, 0.295725, 0.293435, 0.306211, 0.310234, 0.315724, 0.332408
