
0.496954, 1.113385, 0.493235, 0.935871, 1.234548, 1.676769, 2.180186, 2.648244, 2.708835, 2.755855, 3.615113, 3.673523, 3.779859, 4.205408, 5.813782, 8.343149
0.471249, 0.977831, 1.080655, 1.262813, 1.401670, 1.385940, 1.581293, 1.755390, 2.560000, 2.657696, 3.023336, 3.637208, 4.133262, 5.035183, 5.499383, 8.202291
0.477767, 0.634922, 1.083856, 1.131534, 1.225588, 1.631660, 1.830740, 1.919713, 2.189553, 2.747286, 3.360104, 3.357784, 4.064233, 4.515583, 7.184061, 7.300297
0.472482, 0.920900, 1.074041, 1.256887, 1.597112, 1.666210, 1.953461, 2.157717, 2.288544, 2.500286, 3.167923, 3.493119, 4.401586, 5.065360, 5.600676, 6.853294
1.064731, 0.458748, 0.873871, 0.965309, 1.003183, 0.912180, 1.218607, 1.639190, 1.833670, 2.286312, 2.294252, 2.369545, 2.973978, 4.353824, 7.453636, 13.605737
0.463978, 0.825235, 0.933679, 1.070628, 1.209721, 1.618296, 1.629016, 2.031230, 2.424004, 2.495481, 2.999414, 3.472687, 3.535496, 4.344618, 5.849094, 9.579178
1.081896, 0.462717, 0.991539, 0.483773, 1.215249, 1.351463, 1.466221, 1.614557, 1.921094, 1.953123, 2.016141, 2.752598, 3.413235, 4.094073, 6.993452, 13.340576
0.466618, 1.014956, 1.051602, 1.071944, 1.211397, 1.308150, 1.630582, 1.719359, 1.974109, 2.091303, 2.683045, 2.982565, 4.005482, 4.085001, 4.386588, 13.286562
0.466813, 1.074364, 1.160574, 1.195338, 1.545625, 1.639117, 1.995291, 2.047770, 2.349613, 2.851144, 2.996405, 3.929839, 3.983519, 4.325137, 6.032575, 6.715801
0.484016, 0.516133, 1.095359, 1.099691, 1.232355, 1.575768, 1.642149, 1.927184, 2.074359, 2.604060, 3.497695, 3.704251, 4.230896, 4.761902, 5.394954, 8.963222
0.460333, 0.618642, 0.575468, 1.079785, 0.729664, 1.263346, 1.439666, 1.570996, 2.297276, 2.767693, 3.408858, 3.481081, 4.779109, 5.786011, 6.394323, 8.200463
0.561425, 0.468856, 0.786272, 0.537106, 1.076620, 1.271664, 1.517942, 1.584287, 1.989279, 2.100085, 2.734614, 3.419671, 4.047017, 4.272783, 4.366757, 14.535013
0.461560, 0.496304, 0.844783, 0.987470, 1.069264, 1.208425, 1.460315, 1.520276, 1.618927, 2.114575, 2.235906, 2.722899, 3.503504, 4.058333, 7.225620, 13.718183
0.445214, 0.607083, 0.799417, 1.027255, 1.068954, 1.097142, 1.200728, 1.544562, 1.623022, 2.372218, 2.567336, 3.088732, 3.346096, 4.267004, 6.648781, 13.543258
0.463883, 0.805244, 0.496534, 0.611592, 0.984622, 1.113493, 1.274372, 1.332029, 1.611095, 2.581891, 2.593702, 3.377182, 3.634513, 4.214282, 7.415874, 13.716887
0.466850, 1.089228, 1.162509, 1.270246, 1.352702, 1.593958, 1.589527, 1.743604, 2.235363, 2.263777, 2.590310, 3.359113, 3.585062, 4.235283, 6.122787, 10.092315
